n,s,t,n_compares,time_taken_s
10000,128,9,120430,0.6120754010044038
100000,16,23,1536593,0.1588514638133347
100000,20,2,1536458,0.037850451190024614
10000,126,15,120497,0.6266958531923592
100000,11,19,1536050,0.3355323472060263
100000,19,24,1536593,0.06209291610866785
100000,16,7,1536432,0.19179282896220684
100000,18,28,1536336,0.0971570611000061
100000,15,22,1536475,0.21109880367293954
100000,20,3,1536423,0.05020829290151596
100000,19,11,1536345,0.08451318414881825
10000,123,24,120410,0.6490256059914827
100000,12,11,1536672,0.32451124023646116
100000,17,24,1536415,0.143224589060992
100000,19,23,1536600,0.07311014644801617
100000,20,5,1536246,0.04798762407153845
100000,20,14,1536293,0.03761010570451617
100000,19,19,1536128,0.08215250261127949
100000,19,22,1536663,0.07935626804828644
100000,20,10,1536245,0.0466635636985302
100000,18,25,1536309,0.11893251677975059
100000,18,24,1536245,0.12189744226634502
100000,17,11,1535831,0.17526775086298585
100000,20,12,1536310,0.05161073477938771
100000,19,7,1536198,0.10975661175325513
100000,14,19,1536522,0.2706108521670103
100000,16,18,1536651,0.20221792999655008
100000,20,17,1536482,0.04839664790779352
100000,20,18,1536020,0.04513790411874652
100000,11,5,1536252,0.3787476602010429
10000,100,20,120470,0.6940487469546497
100000,18,3,1536070,0.15845423331484199
100000,19,2,1536475,0.12050519976764917
100000,18,19,1536188,0.14157956698909402
100000,20,4,1536063,0.07306320499628782
100000,17,17,1536216,0.18517471617087722
100000,18,10,1536282,0.14935984509065747
10000,127,17,120385,0.6685288529843092
100000,18,6,1536084,0.16696746414527297
10000,121,17,120385,0.6867748210206628
100000,20,0,1536211,0.09258679207414389
100000,19,28,1536522,0.09632526710629463
100000,20,24,1536418,0.049566056579351425
100000,20,26,1536135,0.04531796323135495
100000,20,16,1536440,0.07180692674592137
100000,14,24,1536388,0.3017603000625968
10000,98,7,120393,0.7785434150137007
100000,18,18,1536371,0.15972648235037923
100000,16,16,1536680,0.22401075111702085
100000,19,15,1536235,0.13273872015997767
100000,20,6,1536171,0.09703669790178537
100000,21,0,1536670,0.05280445097014308
100000,8,18,1536336,0.48801499232649803
100000,21,7,1536318,0.047656110022217035
100000,21,10,1536107,0.04551309114322066
100000,20,25,1536094,0.06643998203799129
100000,19,26,1536230,0.11986478697508574
100000,21,18,1536544,0.03942623874172568
100000,18,15,1536305,0.17902598390355706
100000,21,9,1536019,0.05285693285986781
100000,21,11,1536464,0.050871510058641434
10000,106,23,120451,0.7747023310512304
100000,21,4,1536473,0.06127700302749872
10000,111,4,120478,0.756224824115634
100000,21,1,1536168,0.0655389940366149
100000,20,7,1536373,0.10097915772348642
10000,127,8,120367,0.7074717036448419
100000,18,29,1536247,0.16281319176778197
100000,20,8,1536184,0.10489910515025258
100000,20,27,1536254,0.0732896439731121
100000,21,6,1536369,0.07005736185237765
100000,21,20,1536275,0.051733973901718855
100000,21,8,1536613,0.06820262223482132
100000,21,25,1536073,0.0523025281727314
100000,20,28,1536335,0.08589568687602878
100000,22,3,1536021,0.048006140161305666
10000,120,23,120464,0.7487471937201917
100000,22,1,1535740,0.054216130170971155
100000,21,14,1536348,0.07562129897996783
100000,21,12,1536162,0.08176479209214449
100000,22,15,1536244,0.04114003526046872
100000,22,4,1536317,0.06348266266286373
100000,22,2,1536432,0.06549657229334116
100000,5,19,1536273,0.6002731281332672
100000,22,14,1536265,0.05223464500159025
100000,22,12,1536322,0.05436835577711463
100000,22,16,1536387,0.055367073975503445
100000,22,6,1536489,0.0689151850529015
100000,22,5,1536401,0.07031600410118699
100000,14,2,1536117,0.3870461140759289
100000,16,1,1536433,0.3027460929006338
100000,22,18,1536404,0.054332255851477385
100000,11,27,1536126,0.45301001239567995
100000,22,21,1536184,0.055906951893121004
100000,23,2,1536309,0.0466289771720767
100000,17,28,1536380,0.26291786320507526
100000,23,6,1535995,0.038592792116105556
100000,22,11,1536198,0.07248130580410361
100000,19,0,1536226,0.226838659029454
100000,23,0,1536680,0.05622136173769832
100000,21,3,1536354,0.13276147423312068
100000,23,1,1536633,0.06541219726204872
100000,22,20,1536380,0.07881796173751354
100000,14,3,1536623,0.4142969357781112
100000,18,0,1536436,0.2838407149538398
100000,23,11,1536293,0.053755216766148806
100000,23,15,1536441,0.04956073733046651
100000,22,26,1536299,0.08434374630451202
100000,23,9,1536650,0.06404387205839157
100000,2,12,1536453,0.7839187970384955
100000,23,14,1536223,0.057204981334507465
100000,21,22,1536591,0.13337511476129293
100000,5,11,1536448,0.6847238899208605
100000,10,9,1536311,0.5517227416858077
100000,23,19,1536173,0.04795685410499573
100000,23,13,1536441,0.06058292603120208
100000,23,3,1536224,0.08787790359929204
100000,23,12,1536326,0.061839815229177475
100000,23,4,1536344,0.08320251060649753
100000,23,16,1536435,0.05406515812501311
100000,6,19,1536119,0.6663401159457862
100000,23,18,1536822,0.05969110503792763
100000,23,23,1536287,0.05346624506637454
100000,23,8,1536231,0.08093075314536691
100000,23,27,1536657,0.04800744215026498
100000,22,17,1536432,0.10922356694936752
100000,23,22,1536018,0.05662548588588834
100000,21,26,1536293,0.13892835192382336
100000,23,5,1536128,0.09507802594453096
100000,22,10,1536453,0.12480567488819361
100000,19,16,1536285,0.25628668535500765
100000,22,13,1536426,0.12990196468308568
100000,24,0,1536514,0.05707645136862993
100000,23,25,1536352,0.06688232999294996
100000,23,28,1536280,0.06414314499124885
100000,24,7,1536668,0.040765858720988035
100000,24,6,1536158,0.0487179309129715
100000,24,4,1536567,0.05928777204826474
100000,21,29,1536795,0.16723827878013253
100000,21,13,1536152,0.18141694366931915
100000,23,17,1536388,0.09096255991607904
100000,19,25,1536102,0.26710917707532644
100000,24,11,1536528,0.047332953196018934
100000,15,9,1536365,0.45790383918210864
100000,20,29,1536346,0.21188068203628063
100000,5,24,1537002,0.7232035538181663
100000,21,19,1536664,0.19012762792408466
100000,24,3,1536543,0.07857167487964034
100000,24,25,1536129,0.04498107964172959
100000,24,9,1536509,0.056830273009836674
100000,19,27,1536508,0.2713826200924814
100000,24,2,1536366,0.0812791888602078
100000,24,10,1535979,0.05932195903733373
10000,109,19,120554,0.9275331823155284
100000,24,23,1536609,0.047872970812022686
100000,20,11,1536303,0.259262559004128
100000,23,10,1536263,0.12970884004607797
10000,128,28,120337,0.853881074115634
100000,24,18,1536339,0.062485748901963234
100000,25,3,1536692,0.045327472034841776
100000,22,29,1536240,0.16111133992671967
10000,125,1,120437,0.8836810528300703
100000,24,27,1536001,0.057302189990878105
100000,24,21,1536130,0.06488159811124206
100000,25,7,1536402,0.03921532118692994
100000,22,19,1536504,0.17985120508819818
100000,24,15,1536215,0.0780521659180522
100000,24,20,1536289,0.07740901922807097
100000,19,4,1536380,0.3414453719742596
100000,24,22,1536310,0.07512896414846182
100000,24,16,1536587,0.0855932398699224
100000,25,6,1536403,0.05196489207446575
100000,25,4,1536151,0.06489057512953877
100000,25,8,1536461,0.05122449481859803
100000,25,19,1536114,0.038571600802242756
100000,21,24,1536284,0.2245829408057034
100000,24,19,1536313,0.0996840950101614
100000,24,29,1535979,0.08914596401154995
100000,24,8,1536298,0.10489510698243976
10000,124,4,120522,0.9149509752169251
100000,25,24,1536300,0.057057964615523815
100000,24,5,1536271,0.1308062099851668
100000,25,22,1536604,0.05898129800334573
100000,25,28,1536094,0.053425226360559464
100000,25,2,1536283,0.09777009068056941
100000,21,15,1536375,0.27167377388104796
100000,20,22,1536291,0.2923068250529468
100000,26,4,1536438,0.0532717383466661
100000,25,21,1536186,0.0724417488090694
100000,25,12,1536451,0.08614529203623533
100000,26,5,1536632,0.06241201516240835
100000,25,18,1536316,0.08452809415757656
100000,26,12,1535961,0.05490452703088522
100000,26,0,1536407,0.07505438895896077
100000,24,17,1536437,0.14459503814578056
100000,26,15,1536578,0.0533293797634542
100000,20,1,1536090,0.3668897286988795
100000,26,13,1536381,0.062429329846054316
100000,25,20,1536222,0.09735738020390272
100000,21,23,1536272,0.29100503912195563
100000,26,3,1536071,0.08296163287013769
100000,20,19,1536515,0.3301734277047217
100000,24,24,1536369,0.146394619718194
100000,21,27,1536281,0.287292402703315
100000,23,20,1536363,0.207503667101264
100000,26,7,1536586,0.07769411196932197
100000,25,14,1536257,0.11125719407573342
100000,26,10,1536408,0.07705429987981915
100000,26,8,1536351,0.08308599516749382
100000,22,28,1536006,0.2576586971990764
100000,26,11,1536167,0.08133673993870616
100000,26,14,1536502,0.08152221981436014
100000,26,21,1536434,0.05896239122375846
100000,25,5,1536635,0.15084074810147285
100000,26,23,1536239,0.06307388003915548
100000,26,17,1536526,0.07956806803122163
100000,25,26,1536518,0.12005831301212311
100000,24,14,1536412,0.18616630136966705
100000,10,25,1536272,0.7303912527859211
100000,7,17,1536325,0.8315171049907804
100000,25,11,1536369,0.15053174877539277
100000,26,19,1535962,0.07559585897251964
100000,27,3,1536069,0.0575793469324708
100000,26,29,1536213,0.06920391600579023
100000,27,6,1536382,0.05198074271902442
100000,27,8,1536118,0.0472756321541965
100000,3,21,1536326,0.9416245273314416
100000,27,1,1536568,0.0611536530777812
100000,24,12,1536353,0.1830043150112033
100000,27,0,1536370,0.07020203303545713
100000,25,15,1536358,0.1487854397855699
100000,25,1,1536554,0.17589243361726403
100000,25,27,1536619,0.1465870440006256
100000,26,28,1536589,0.07804291788488626
100000,3,16,1536593,0.9502105889841914
100000,27,11,1536262,0.060377457179129124
100000,23,29,1536110,0.2565769380889833
100000,26,1,1536362,0.15263626305386424
100000,27,18,1536452,0.06084348214790225
100000,27,19,1536006,0.061020215041935444
100000,26,24,1536492,0.10735118295997381
100000,27,16,1536482,0.07294904300943017
100000,27,23,1536422,0.056903967168182135
100000,27,22,1536599,0.06538022588938475
100000,27,25,1536508,0.05975833581760526
100000,27,17,1536203,0.08327632490545511
100000,25,17,1536376,0.1921933856792748
100000,27,9,1536275,0.09550221916288137
100000,28,3,1536272,0.04899045033380389
100000,28,5,1536299,0.048624468967318535
100000,28,0,1536447,0.06275030178949237
100000,21,17,1536258,0.4003509720787406
100000,27,5,1536912,0.11118008429184556
100000,28,8,1536185,0.06008914718404412
100000,27,28,1536683,0.07522488990798593
100000,28,6,1536499,0.06277942936867476
100000,28,4,1536458,0.0640360782854259
100000,28,10,1536542,0.06267979508265853
100000,28,16,1536108,0.05280630383640528
100000,27,12,1536414,0.11431082896888256
100000,27,2,1536447,0.13275376008823514
100000,24,26,1536216,0.2580696437507868
100000,27,21,1536664,0.10657927487045527
100000,28,23,1536284,0.044759328942745924
100000,26,22,1536216,0.1580034689977765
100000,28,7,1535960,0.0826300410553813
100000,28,1,1536373,0.09890109580010176
100000,28,19,1536462,0.06720732105895877
100000,25,9,1536411,0.2482379050925374
100000,28,24,1536208,0.05418529128655791
100000,27,26,1536639,0.10795939434319735
100000,27,24,1536288,0.1169912707991898
100000,29,1,1536346,0.04383224016055465
100000,28,20,1536519,0.07188941678032279
100000,26,18,1536552,0.19065261632204056
100000,28,25,1536472,0.05876767309382558
100000,29,0,1536140,0.05487214308232069
100000,28,28,1536337,0.057831116020679474
100000,28,29,1536152,0.060091051273047924
100000,28,13,1536357,0.10129156382754445
100000,21,5,1536428,0.4711720971390605
100000,28,22,1536459,0.07948058797046542
100000,29,5,1536035,0.053557381965219975
100000,28,21,1536635,0.0878202123567462
100000,29,9,1536479,0.04986257338896394
100000,29,8,1536490,0.05530418222770095
100000,25,16,1536392,0.2761069778352976
100000,28,2,1536473,0.12470766482874751
100000,28,18,1536640,0.10638785408809781
100000,26,25,1536634,0.2092694342136383
100000,29,7,1536496,0.07293994491919875
100000,25,10,1536284,0.2902590613812208
100000,29,4,1536342,0.07873749686405063
100000,29,20,1536546,0.05095260823145509
100000,29,6,1536517,0.08562053414061666
100000,28,14,1535980,0.14096206799149513
100000,29,26,1536614,0.05229029431939125
100000,26,26,1536385,0.2258643270470202
100000,26,9,1536079,0.27507216902449727
100000,25,0,1536157,0.3443700880743563
100000,29,14,1536248,0.08014742285013199
100000,29,23,1536567,0.0673254900611937
100000,29,18,1536343,0.07310067815706134
100000,29,27,1536410,0.06008274480700493
100000,29,29,1536318,0.05765959341078997
100000,29,13,1536215,0.09171270625665784
100000,28,26,1536301,0.12912025768309832
100000,29,3,1536291,0.11723681725561619
100000,29,16,1536454,0.08929191809147596
100000,28,27,1536239,0.13235877314582467
100000,24,13,1536369,0.3725122297182679
100000,29,24,1536437,0.08797816792502999
100000,30,5,1536432,0.07067995006218553
100000,30,11,1536176,0.05294574564322829
100000,30,3,1536546,0.0761016421020031
100000,28,9,1536363,0.18542338907718658
100000,26,6,1536284,0.32179985800758004
100000,30,4,1536252,0.08027502987533808
100000,27,7,1536468,0.24618933023884892
100000,30,13,1535821,0.0581086240708828
100000,29,22,1536221,0.10621951706707478
100000,29,11,1536295,0.13208087300881743
100000,29,21,1536534,0.10900710709393024
100000,24,1,1536129,0.42931683268398046
100000,30,15,1536310,0.05476942425593734
100000,30,6,1536576,0.08360553300008178
100000,30,2,1536614,0.09157757321372628
100000,6,0,1536341,1.0770824239589274
100000,30,14,1536172,0.06661811796948314
100000,29,10,1536196,0.14937923243269324
100000,30,21,1536410,0.057155806105583906
100000,30,17,1536191,0.06893370114266872
100000,10,28,1536804,0.967361010145396
100000,30,25,1536614,0.05389302363619208
100000,28,17,1536335,0.2082866970449686
10000,120,18,120439,1.2593840342015028
100000,26,27,1536302,0.2983760619536042
100000,30,24,1536340,0.0656700381077826
100000,30,23,1536340,0.06718218233436346
100000,30,10,1536542,0.10318830516189337
100000,5,18,1536149,1.127347837202251
100000,29,28,1536583,0.13339772913604975
100000,31,2,1536373,0.054815334267914295
100000,28,12,1536606,0.22384413704276085
100000,30,22,1536276,0.08075731620192528
100000,29,17,1535996,0.15925490716472268
100000,29,25,1536150,0.14936095708981156
10000,126,19,120414,1.2651002369821072
100000,31,3,1536197,0.06598998885601759
100000,31,5,1536572,0.06582388700917363
100000,31,10,1536452,0.06710694683715701
100000,31,8,1536418,0.06960963224992156
100000,30,18,1536393,0.11387584498152137
100000,30,26,1536459,0.0993465599603951
100000,31,14,1536189,0.0650136643089354
100000,22,8,1536424,0.5622748686000705
100000,31,0,1536437,0.09810544084757566
100000,30,9,1536416,0.1537218689918518
100000,31,21,1536205,0.0652062981389463
100000,31,4,1536350,0.09506241604685783
100000,31,17,1536651,0.08761302009224892
100000,30,16,1536395,0.15238761063665152
100000,32,5,1536139,0.058007217943668365
100000,31,28,1536775,0.07185349799692631
100000,31,24,1536400,0.08221739996224642
100000,30,29,1536252,0.13399469666182995
100000,31,13,1536461,0.10121066821739078
100000,31,22,1536413,0.09491421887651086
100000,31,16,1536139,0.11057494021952152
100000,31,12,1536447,0.11484767077490687
100000,32,10,1536368,0.05967035470530391
100000,31,11,1536031,0.12009171722456813
100000,31,19,1536436,0.11330545786768198
100000,27,27,1536556,0.33233084389939904
100000,30,0,1536475,0.22023652587085962
100000,31,29,1536303,0.09746598126366735
100000,32,9,1536385,0.07725778501480818
100000,30,27,1536437,0.16359469899907708
100000,19,29,1536223,0.7552482890896499
100000,32,0,1536422,0.1061923741362989
100000,32,11,1536199,0.07823964022099972
100000,32,23,1536580,0.042564259842038155
100000,29,2,1536435,0.29791050869971514
100000,31,25,1536406,0.12467889906838536
100000,32,20,1536203,0.06880421005189419
100000,32,15,1536319,0.08187953382730484
100000,32,3,1536195,0.11338431108742952
100000,32,24,1536110,0.05155270220711827
100000,32,19,1535862,0.07125674979761243
100000,32,25,1536577,0.053254785016179085
100000,32,7,1536299,0.10812741983681917
100000,32,29,1536409,0.049068812280893326
100000,27,4,1536464,0.42807610519230366
100000,32,12,1536313,0.1008335561491549
100000,33,1,1536321,0.05626325309276581
100000,32,28,1536354,0.059690753929317
100000,23,26,1536404,0.6244041961617768
100000,32,21,1536700,0.08155805990099907
100000,30,19,1536346,0.23015920212492347
100000,30,7,1536351,0.26443937607109547
100000,33,7,1536205,0.050736519042402506
100000,33,3,1536016,0.059464615769684315
100000,32,6,1536358,0.138374547008425
100000,22,25,1536626,0.6797355012968183
100000,33,2,1536401,0.06952073005959392
100000,30,28,1535991,0.2212790297344327
100000,32,2,1536204,0.14794591022655368
100000,32,26,1536533,0.08609203761443496
100000,33,6,1536195,0.06748147308826447
100000,33,20,1536556,0.04392496030777693
100000,30,8,1536155,0.2671865173615515
100000,33,12,1536199,0.05758596025407314
100000,33,11,1536496,0.05860534915700555
100000,32,27,1536409,0.10033245338127017
100000,33,15,1536371,0.053138359915465117
100000,27,20,1536398,0.4423458268865943
100000,32,14,1536144,0.14154470805078745
100000,31,20,1536074,0.19852683693170547
100000,31,23,1536627,0.19440092099830508
100000,33,19,1536322,0.05844311276450753
100000,32,17,1536301,0.134422707837075
100000,32,18,1536354,0.1334952083416283
100000,33,18,1536038,0.06166557688266039
100000,33,16,1536341,0.06653899373486638
100000,33,17,1536386,0.06698766490444541
100000,33,8,1536473,0.09033244801685214
100000,33,26,1536294,0.04846390802413225
100000,32,1,1536560,0.19350612396374345
100000,33,25,1536470,0.057292569894343615
100000,33,24,1536428,0.06210108194500208
100000,28,15,1536444,0.42117798887193203
100000,33,5,1536276,0.1123271700926125
100000,34,7,1536127,0.05110258795320988
100000,34,5,1536635,0.054613681975752115
100000,33,28,1536135,0.06582317501306534
100000,33,0,1536119,0.1298636612482369
100000,34,1,1536374,0.06300822226330638
100000,28,11,1536402,0.444560575298965
100000,34,9,1536168,0.05533459177240729
100000,33,23,1536084,0.07609975803643465
100000,34,2,1536280,0.06762968096882105
100000,33,22,1536489,0.08643550518900156
100000,34,13,1536286,0.04959169728681445
100000,34,8,1536441,0.06369846221059561
100000,33,10,1536281,0.11790136713534594
100000,33,21,1536631,0.10349266603589058
100000,34,10,1536287,0.061547067016363144
100000,34,12,1536484,0.06039130361750722
100000,6,13,1536544,1.3179590739309788
100000,34,20,1536424,0.05230705579742789
100000,27,15,1536476,0.5135555448941886
100000,31,6,1536277,0.27743959287181497
100000,8,23,1536339,1.2881392668932676
100000,34,23,1536013,0.0553658721037209
100000,24,28,1536113,0.6663248855620623
100000,31,27,1536287,0.24001388624310493
100000,34,25,1536291,0.05583085399121046
100000,34,14,1536476,0.07140545779839158
100000,34,19,1536432,0.06508768815547228
100000,33,27,1536255,0.1035518110729754
100000,34,15,1536472,0.07388028968125582
100000,34,17,1536628,0.07112616626545787
100000,34,29,1536335,0.051899155136197805
100000,34,24,1536062,0.06806057738140225
100000,35,0,1536314,0.059679923579096794
100000,34,27,1536558,0.07138025900349021
100000,20,15,1536648,0.9029751247726381
100000,30,20,1536305,0.34079939778894186
100000,35,5,1536408,0.05391265172511339
100000,19,14,1536708,0.9473143387585878
100000,33,14,1536661,0.15486600995063782
100000,33,29,1536297,0.11815706314519048
100000,35,7,1536548,0.05585259711369872
100000,35,18,1536613,0.03894551703706384
100000,34,3,1536152,0.123932802118361
100000,34,26,1536778,0.08495259657502174
100000,35,14,1536283,0.0557635840959847
100000,32,13,1536165,0.2432368602603674
100000,35,13,1536202,0.06148782232776284
100000,35,12,1536198,0.06352736987173557
100000,35,17,1536230,0.05315382918342948
100000,32,22,1536301,0.21798759186640382
100000,35,24,1536584,0.048202219884842634
100000,35,3,1536618,0.08177444990724325
100000,34,21,1536274,0.1112339380197227
100000,36,3,1536184,0.04392446903511882
100000,34,6,1536436,0.14149046316742897
100000,35,9,1536251,0.081711086910218
100000,35,4,1536520,0.09083740692585707
100000,35,27,1536244,0.05865934304893017
100000,36,4,1536204,0.048673033714294434
100000,35,28,1536459,0.06662768684327602
100000,36,5,1536254,0.05084880627691746
100000,34,28,1536299,0.11872137896716595
100000,35,29,1536490,0.07011042488738894
100000,36,1,1536312,0.06920880591496825
100000,35,2,1536197,0.10933868121355772
100000,36,2,1536409,0.06696370895951986
100000,30,12,1536567,0.4030753690749407
100000,36,6,1536392,0.056956327985972166
100000,34,0,1536353,0.17035514768213034
100000,35,11,1536324,0.107148761395365
100000,35,6,1536490,0.11385439336299896
100000,29,15,1536255,0.47560968808829784
100000,36,14,1536413,0.05540471710264683
100000,36,20,1536049,0.04297199100255966
100000,36,21,1536235,0.04539655614644289
100000,36,23,1536459,0.041599065996706486
100000,35,16,1536250,0.10263019194826484
100000,36,17,1536765,0.06597410794347525
100000,36,19,1536152,0.0640823571011424
100000,34,18,1536507,0.16916819522157311
100000,36,9,1536725,0.08481771592050791
100000,36,26,1536294,0.06051260977983475
100000,37,0,1536365,0.05201924778521061
100000,34,22,1536287,0.17501586209982634
100000,29,12,1536483,0.5180697357282043
100000,33,13,1536381,0.2464601551182568
100000,36,24,1536297,0.06895872997120023
100000,35,15,1536312,0.13211041083559394
100000,36,15,1536196,0.09007553802803159
100000,27,29,1536374,0.6172479391098022
100000,37,1,1536476,0.060775449965149164
100000,37,6,1535909,0.05695668887346983
100000,34,11,1536602,0.19731575716286898
100000,36,28,1536498,0.07542567932978272
100000,37,10,1536620,0.05926000885665417
100000,36,16,1536346,0.10579844005405903
100000,37,3,1536387,0.0667736898176372
100000,36,29,1536789,0.08232343476265669
100000,27,14,1536579,0.6719313557259738
100000,37,15,1536511,0.0577128860168159
100000,37,16,1536237,0.06060932669788599
100000,32,4,1536467,0.37521094689145684
100000,37,2,1536261,0.0804694970138371
100000,37,18,1536211,0.06560287810862064
100000,37,17,1536607,0.07015805691480637
100000,37,5,1536356,0.08316509891301394
100000,37,21,1536541,0.05512316105887294
100000,37,25,1536208,0.046783517114818096
100000,37,20,1536486,0.06513667339459062
100000,29,19,1536565,0.5525467409752309
100000,37,19,1536559,0.07629990624263883
100000,37,13,1536104,0.0843425327911973
100000,37,24,1536450,0.05453984905034304
100000,36,11,1536220,0.14431957388296723
100000,3,8,1536373,1.6241205837577581
100000,23,21,1536540,0.884208716917783
100000,13,1,1536562,1.342710386030376
100000,25,13,1536586,0.8132615881040692
100000,37,29,1536588,0.058341837022453547
100000,37,8,1536453,0.1022860542871058
100000,36,25,1536276,0.12047130381688476
100000,27,10,1536120,0.706365539226681
100000,32,16,1536842,0.35119821783155203
100000,37,12,1536867,0.10026249708607793
100000,38,3,1536383,0.05811083782464266
100000,35,22,1536284,0.18506017420440912
100000,36,13,1536334,0.16150446189567447
100000,31,1,1536118,0.47733125928789377
100000,37,23,1535991,0.07886272901669145
100000,38,7,1536299,0.05230521224439144
100000,36,0,1536335,0.18340135412290692
100000,35,25,1536495,0.18673500511795282
100000,38,12,1536350,0.04789428319782019
100000,31,9,1536521,0.4888518759980798
100000,35,8,1536427,0.22502954676747322
100000,37,7,1536259,0.12984323082491755
100000,38,1,1536622,0.08324071485549212
100000,38,13,1536407,0.0578656829893589
100000,38,6,1536447,0.07256187219172716
100000,38,9,1536447,0.06595363933593035
100000,38,16,1536477,0.051633709110319614
100000,36,27,1536873,0.15876405406743288
100000,38,10,1536149,0.07227061688899994
100000,38,25,1536497,0.04364456469193101
100000,34,16,1536345,0.27196588134393096
100000,37,11,1535971,0.1365703260526061
100000,35,23,1536269,0.21724064275622368
100000,37,22,1536353,0.11391419917345047
100000,38,19,1536283,0.06335816206410527
100000,38,20,1535976,0.06193679431453347
100000,38,21,1536274,0.05860663065686822
100000,38,0,1536198,0.10670475987717509
100000,38,17,1536206,0.06949339713901281
100000,38,15,1536193,0.07238776423037052
100000,38,18,1536414,0.06935018999502063
100000,38,4,1536185,0.09469526307657361
100000,38,8,1536186,0.09890615614131093
100000,39,12,1536417,0.04759693471714854
100000,39,7,1536446,0.05202355608344078
100000,39,11,1536484,0.04899870604276657
100000,39,2,1536395,0.063109559006989
100000,39,1,1536297,0.06472907215356827
100000,38,5,1536601,0.10071892384439707
100000,26,16,1536336,0.8233199077658355
100000,31,7,1536789,0.5383909400552511
100000,39,19,1536099,0.04376291623339057
100000,39,22,1536221,0.044985036831349134
100000,39,15,1536386,0.06040953937917948
100000,38,28,1536425,0.08098332490772009
100000,39,9,1536186,0.06947000231593847
100000,37,14,1536079,0.1629261509515345
100000,38,27,1536552,0.0923755718395114
100000,36,22,1536705,0.2255292171612382
100000,40,3,1536414,0.04527769470587373
100000,39,6,1536440,0.0894038649275899
100000,35,10,1536296,0.29771031020209193
100000,33,4,1536117,0.41862039593979716
100000,40,2,1536348,0.05385296465829015
100000,39,26,1536223,0.06462145317345858
100000,40,11,1535905,0.04260741313919425
100000,40,7,1536303,0.055046000983566046
100000,38,23,1535998,0.11467261193320155
100000,40,6,1536558,0.05531044490635395
100000,8,5,1536365,1.5985226300545037
100000,36,18,1536365,0.2479309099726379
100000,40,1,1535999,0.06264853477478027
100000,18,21,1536724,1.256863032002002
100000,36,7,1536422,0.25661188596859574
100000,40,5,1536367,0.06632164306938648
100000,22,9,1536530,1.0971101089380682
100000,39,21,1536306,0.09177760081365705
100000,40,12,1536194,0.062183171045035124
100000,40,14,1536437,0.05794697115197778
100000,40,13,1536308,0.059645066037774086
100000,36,10,1536022,0.2785415411926806
100000,39,3,1536361,0.12496726913377643
100000,40,10,1536375,0.06577563192695379
100000,40,18,1536492,0.05970144597813487
100000,31,15,1536366,0.5847414471209049
100000,40,8,1536309,0.08814394008368254
100000,40,19,1536457,0.06041135312989354
100000,40,20,1536203,0.06192163284868002
100000,39,25,1536155,0.10546981310471892
100000,37,28,1536576,0.19844338530674577
100000,37,26,1536478,0.20187024492770433
100000,17,23,1536040,1.3365305927582085
100000,13,25,1536220,1.466864106245339
100000,40,0,1536064,0.1015002503991127
100000,40,21,1536499,0.06845318898558617
100000,37,27,1536226,0.20367391593754292
100000,41,0,1536578,0.04789257887750864
100000,38,22,1535863,0.15548106282949448
100000,21,16,1536327,1.1613451023586094
100000,36,12,1536664,0.2891857181675732
100000,39,5,1536269,0.14256600104272366
100000,39,14,1536440,0.13585379486903548
100000,41,4,1536429,0.053780746180564165
100000,35,26,1536194,0.33368027303367853
100000,41,1,1536409,0.059381555300205946
100000,2,16,1536817,1.8134978259913623
100000,40,26,1536523,0.06805514637380838
100000,40,9,1536377,0.10328840976580977
100000,36,8,1536220,0.3208374413661659
100000,41,5,1536177,0.05919292801991105
100000,41,11,1536215,0.0507042957469821
100000,41,15,1536732,0.04334236914291978
100000,38,24,1536358,0.1815921231172979
100000,41,2,1536456,0.06698098219931126
100000,41,8,1536378,0.06094803521409631
100000,41,14,1536328,0.05272764200344682
100000,39,18,1536556,0.14992605289444327
100000,39,24,1536207,0.14868485508486629
100000,41,24,1536278,0.04412331525236368
100000,41,3,1536776,0.07943125301972032
100000,41,19,1536384,0.05827924609184265
100000,41,16,1536475,0.062029073014855385
100000,41,23,1536249,0.04828001093119383
100000,39,28,1536521,0.15106920199468732
100000,41,20,1536289,0.0529526979662478
100000,40,27,1536446,0.09402304887771606
100000,38,26,1536388,0.19373979698866606
100000,41,13,1536433,0.07407909585162997
100000,40,4,1536585,0.15395970083773136
100000,39,29,1536221,0.16108007775619626
100000,27,13,1536208,0.8963872897438705
100000,39,8,1536238,0.19557821471244097
100000,42,11,1536433,0.04326410684734583
100000,33,9,1536095,0.5263578989543021
100000,41,22,1536374,0.07103954814374447
100000,42,9,1536473,0.04956775018945336
100000,40,23,1536565,0.12023657793179154
100000,42,3,1536506,0.06074478989467025
100000,42,21,1536627,0.0435540396720171
100000,35,1,1536375,0.4255261067301035
100000,42,22,1536388,0.0430371668189764
100000,37,9,1536239,0.3132200576364994
100000,42,17,1536222,0.058057684917002916
100000,40,15,1536700,0.1506169536150992
100000,42,29,1536476,0.04102100431919098
100000,42,20,1536795,0.05768261710181832
100000,42,16,1536843,0.06211924832314253
100000,42,18,1536329,0.061246913857758045
100000,41,28,1536820,0.08921557012945414
100000,19,9,1536454,1.3488467037677765
100000,42,12,1536180,0.06954614911228418
100000,42,1,1536497,0.08668863633647561
100000,43,1,1536439,0.04606080427765846
100000,41,25,1536599,0.0988461677916348
100000,40,24,1536137,0.15212754579260945
